course_title,course_organization,course_rating,course_difficulty
Image Compression with K-Means Clustering ,Coursera Project Network,4.6,Beginner
Image Data Augmentation with Keras,Coursera Project Network,4.6,Intermediate
Image Denoising Using AutoEncoders in Keras and Python ,Coursera Project Network,4.5,Intermediate
Image Noise Reduction with Auto-encoders using TensorFlow,Coursera Project Network,4.7,Intermediate
Python Image Processing Tutorial,Coursera Project Network,4.3,Intermediate
Image Super Resolution Using Autoencoders in Keras,Coursera Project Network,4.4,Advanced
Image Understanding with TensorFlow on GCP,Google Cloud,4.6,Advanced
Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,Duke University,4.7,Mixed
"Imagery, Automation, and Applications","University of California, Davis",4.9,Mixed
Images and Links in HTML,Coursera Project Network,4.7,Beginner
Imagining Other Earths,Princeton University,4.7,Mixed
Imbalanced-learn: modelos de ML con datos desequilibrados,Coursera Project Network,4.0,Beginner
Impact from Digital Transformation: Full course,EIT Digital ,4.6,Beginner
Impact from digital transformation: A Nano course,EIT Digital ,4.5,Beginner
"Impacting the Opioid Crisis: Prevention, Education, and Practice for Non-Prescribing Providers",University of Michigan,4.9,Beginner
Implant Dentistry,The University of Hong Kong,4.9,Mixed
Implement CI/CD in Azure Data Factory using Azure Devops,Coursera Project Network,4.9,Intermediate
Implement Real Time Analytics using Azure Stream Analytics,Coursera Project Network,2.2,Intermediate
Implementación del Marketing Mix Proyecto Capstone,IE Business School,4.9,Mixed
Implementando balanceadores de carga con AWS,Coursera Project Network,4.9,Beginner
Implementando un motor con Alibaba Cloud y ElasticSearch,Coursera Project Network,3.6,Beginner
Implementation of Hangman Game using C++,Coursera Project Network,3.3,Intermediate
Implementing Hangman Game Using Basics of Python 3,Coursera Project Network,4.5,Beginner
Implementing Parent Feedback with Google Forms,Coursera Project Network,4.9,Mixed
Tutorial: Implementing SOLID Principles in C# with .NET Core,Coursera Project Network,4.0,Intermediate
Import and Configure an Animated 3D Character in Unity,Coursera Project Network,2.8,Intermediate
Importer des Données dans R,Coursera Project Network,4.0,Intermediate
Importing Data into R,Coursera Project Network,4.6,Intermediate
Improve Business Performance with Google Forms,Coursera Project Network,4.7,Intermediate
Improve Communication Processes Using Gmail,Coursera Project Network,4.9,Intermediate
Improve Efficiency in Asana for Project Managers,Coursera Project Network,4.5,Mixed
Improve your productivity and performance with Canva,Coursera Project Network,3.6,Intermediate
Improving Classroom Management with Class Dojo,Coursera Project Network,4.8,Mixed
Improving Communication Skills,University of Pennsylvania,4.7,Beginner
Improving Content Mastery with Quizlet,Coursera Project Network,4.8,Mixed
"Improving Deep Neural Networks: Hyperparameter Tuning, Regularization and Optimization",DeepLearning.AI,4.9,Mixed
Improving Math Engagement with Prodigy,Coursera Project Network,4.8,Mixed
Improving Team Collaboration and Work Management in Asana,Coursera Project Network,4.0,Mixed
Improving Your Statistical Questions,Eindhoven University of Technology,4.9,Mixed
Improving your statistical inferences,Eindhoven University of Technology,4.9,Intermediate
Improvisación de jazz ,Berklee College of Music,4.9,Intermediate
Improvisação no Jazz,Berklee College of Music,4.6,Intermediate
Impute Data to Forecast Demand in Google Sheets,Coursera Project Network,4.9,Mixed
In the footsteps of Zika… approaching the unknown,University of Geneva,4.7,Intermediate
Inclusive Analytic Techniques,University of Toronto,4.8,Mixed
Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System,4.9,Mixed
Inclusión social de personas con discapacidad desde un enfoque de derechos.,Universidad de Chile,4.7,Beginner
Income Features in ProfitBooks,Coursera Project Network,4.0,Intermediate
Increase Engagement in Virtual Meetings with Google Slides,Coursera Project Network,4.8,Beginner
Increase Learner Engagement with Google Slides,Coursera Project Network,3.6,Beginner
Increase Reading Comprehension with Actively Learn,Coursera Project Network,4.8,Mixed
Increase SEO Traffic with WordPress,Coursera Project Network,4.5,Advanced
Increasing Real Estate Management Profits: Harnessing Data Analytics,Duke University,4.7,Mixed
Industrial Biotechnology,University of Manchester   ,4.7,Beginner
Industrial IoT Markets and Security,University of Colorado Boulder,4.7,Intermediate
Industrial Organization: Strategy and Competition in Business,HSE University,4.9,Mixed
Inequality and Democracy,Utrecht University,4.7,Mixed
Infection Prevention in Nursing Homes,The University of North Carolina at Chapel Hill,4.8,Mixed
Inferential Statistical Analysis with Python,University of Michigan,4.6,Mixed
Inferential Statistics,University of Amsterdam,4.3,Mixed
Inferential and Predictive Statistics for Business,University of Illinois at Urbana-Champaign,4.8,Mixed
Inflation Analysis for Investment Appraisal,Coursera Project Network,4.5,Intermediate
Influence,University of Pennsylvania,4.7,Beginner
Influencing People,University of Michigan,4.7,Mixed
Influir en las personas,University of Michigan,3.1,Mixed
Infonomics I: Business Information Economics and Data Monetization,University of Illinois at Urbana-Champaign,4.7,Beginner
Infonomics II: Business Information Management and Measurement,University of Illinois at Urbana-Champaign,4.8,Mixed
Information & Digital Literacy for University Success,The University of Sydney,4.9,Beginner
Information Design,University of California San Diego,4.5,Mixed
"Information Systems Auditing, Controls and Assurance",The Hong Kong University of Science and Technology,4.7,Mixed
Information Theory,The Chinese University of Hong Kong,4.7,Mixed
Information Visualization: Advanced Techniques,New York University,4.7,Intermediate
Information Visualization: Applied Perception,New York University,4.8,Beginner
Information Visualization: Foundations,New York University,4.6,Beginner
Information Visualization: Programming with D3.js,New York University,4.5,Beginner
Ingeniería de Tráfico,Pontificia Universidad Católica de Chile,4.8,Beginner
Inglés Empresarial: Finanzas y Economía,Arizona State University,4.7,Mixed
Inglés Empresarial: Gestión y Liderazgo ,Arizona State University,4.8,Mixed
Inglés Empresarial: Proyecto Final,Arizona State University,4.5,Mixed
Inglés Empresarial: el márketing y ventas,Arizona State University,4.8,Intermediate
Inheritance and Data Structures in Java,University of Pennsylvania,4.8,Mixed
Iniciación A La IA con IBM Watson,IBM,4.6,Beginner
Iniciación a los jeroglíficos egipcios,Universitat Autònoma de Barcelona,4.9,Mixed
Iniciando e planejando projetos,"University of California, Irvine",4.5,Mixed
Inicio y planificación de proyectos,"University of California, Irvine",3.0,Mixed
Iniciándome en la Química,Universidad Autónoma Metropolitana,3.9,Beginner
Initiation Pratique à Python,Coursera Project Network,2.4,Beginner
Initiation Pratique à VIM,Coursera Project Network,4.3,Beginner
Initiation à Google Drive,Coursera Project Network,4.8,Mixed
Initiation à la programmation (en C++),École Polytechnique Fédérale de Lausanne,4.8,Beginner
Initiation à la programmation (en Java),École Polytechnique Fédérale de Lausanne,4.8,Beginner
Initiation à la théorie des distributions,École Polytechnique,4.8,Mixed
Innovación agroalimentaria ,Universidad Nacional Autónoma de México,4.7,Beginner
Innovación en el mundo corporativo,UBITS,4.4,Beginner
Innovación y creatividad organizacional,Tecnológico de Monterrey,3.3,Advanced
Innovar,Arizona State University,4.8,Beginner
Innovating in a Digital World,Institut Mines-Télécom,4.6,Mixed
Innovating with the Business Model Canvas,University of Virginia,4.6,Mixed
Innovation & Entrepreneurship - From Basics to Open Innovation,EIT Digital ,4.5,Intermediate
Innovation & Entrepreneurship - From Design Thinking to Funding,EIT Digital ,4.7,Intermediate
Innovation Career Lessons from a Master,Technion - Israel Institute of Technology,4.8,Beginner
Innovation Strategy: Developing Your Fintech strategy,Copenhagen Business School,4.6,Beginner
Innovation and emerging technology: Be disruptive,Macquarie University,4.9,Beginner
Innovation for Entrepreneurs: From Idea to Marketplace,"University of Maryland, College Park",4.6,Mixed
Innovation for Impact (i4i) The Carlson-Polizzotto Method of Value Creation,Northeastern University ,4.8,Mixed
"Innovation publique et pensée design, l'innovation sociale au service des territoires",ESSEC Business School,4.6,Beginner
Innovation: From Creativity to Entrepreneurship Capstone,University of Illinois at Urbana-Champaign,4.7,Beginner
Innovations in Investment Technology: Artificial Intelligence,University of Michigan,4.7,Beginner
Innovative Finance: Hacking finance to change the world ,University of Cape Town,4.7,Beginner
Innovative Governance of Large Urban Systems,École Polytechnique Fédérale de Lausanne,4.7,Intermediate
Inove na gestão de equipes e negócios: O crescimento da empresa,Universidade de São Paulo,4.8,Beginner
Input Filter Design,University of Colorado Boulder,4.8,Intermediate
Input and Interaction,University of California San Diego,4.6,Mixed
Inspect ADA Compliance with Chrome Screen Reader Extensions,Coursera Project Network,3.0,Beginner
Inspirar el liderazgo a través de la inteligencia emocional,Case Western Reserve University,4.6,Beginner
Inspiração e motivação de indivíduos,University of Michigan,2.3,Mixed
Inspire Student Learning with Showbie,Coursera Project Network,2.7,Beginner
Inspiring Leadership through Emotional Intelligence,Case Western Reserve University,4.7,Beginner
Integrated Analysis in Systems Biology,Icahn School of Medicine at Mount Sinai,4.6,Mixed
"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",IE Business School,4.7,Mixed
Integrating Scripts for Scene Interactions,Unity,4.8,Intermediate
Integrating Supply Chain by Applying Blockchain Technology ,Coursera Project Network,4.1,Beginner
Integrating Test-Driven Development into Your Workflow,LearnQuest,4.9,Intermediate
Inteligencia Artificial en Power BI ,Coursera Project Network,4.8,Intermediate
Intellectual Change in Early China: Warring States and Han,The Chinese University of Hong Kong,4.7,Intermediate
Intellectual Humility: Practice,The University of Edinburgh,4.7,Beginner
Intellectual Humility: Science,The University of Edinburgh,4.7,Beginner
Intellectual Humility: Theory,The University of Edinburgh,4.5,Beginner
Intellectual Property in the Healthcare Industry,University of Pennsylvania,4.8,Mixed
Intelligence Tools for the Digital Age ,IE Business School,4.7,Beginner
Intel® Network Academy - Network Transformation 102,Intel,4.6,Mixed
Interacting with the System and Managing Memory,Duke University,4.4,Beginner
Interaction Design Capstone Project,University of California San Diego,4.6,Mixed
Interactive Computer Graphics,The University of Tokyo,4.1,Intermediate
Interactive Geospatial Visualization:Kepler GL & Jupyter Lab,Coursera Project Network,3.7,Intermediate
Tutorial: Interactive Machine Learning Dashboards using Plotly Dash,Coursera Project Network,4.5,Intermediate
Interactive Teaching（インタラクティブ・ティーチング）,The University of Tokyo,4.1,Mixed
Interactive Word Embeddings using Word2Vec and Plotly,Coursera Project Network,4.8,Intermediate
Interactive eLearning and Assessment with Edulastic,Coursera Project Network,4.5,Mixed
Interactivity with JavaScript,University of Michigan,4.7,Mixed
Intercultural Communication and Conflict Resolution,"University of California, Irvine",4.4,Mixed
Interest Rate Models,École Polytechnique Fédérale de Lausanne,4.5,Advanced
Interest Rate Risk Management,Coursera Project Network,4.2,Intermediate
Interfacing with the Arduino,"University of California, Irvine",4.7,Mixed
Interfacing with the Raspberry Pi,"University of California, Irvine",4.7,Mixed
Intermediate Grammar Project,"University of California, Irvine",4.8,Intermediate
Intermediate Intel® Distribution of OpenVINO™ toolkit for Deep Learning Applications,Intel,4.0,Mixed
Intermediate Object-Oriented Programming for Unity Games,University of Colorado System,4.6,Intermediate
Intermediate Object-Oriented Programming with Java,Coursera Project Network,4.6,Intermediate
Intermediate PostgreSQL,University of Michigan,2.4,Mixed
Intermediate Relational Database and SQL,Coursera Project Network,4.5,Intermediate
International B2B (Business to Business) Marketing,Yonsei University,4.6,Mixed
International Business Capstone,University of London,4.7,Mixed
International Business Context,University of Colorado Boulder,4.7,Mixed
International Business Environment,University of London,4.7,Mixed
International Business I,University of New Mexico,4.7,Mixed
International Business II,University of New Mexico,4.7,Mixed
International Business Operations,University of Colorado Boulder,3.2,Mixed
International Business Venturing Abroad,University of Colorado Boulder,5.0,Mixed
International Business and Culture,University of Colorado Boulder,4.9,Mixed
International Entertainment and Sports Marketing,Yonsei University,4.7,Mixed
International Hospitality & Healthcare Services Marketing,Yonsei University,4.7,Mixed
International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,4.8,Mixed
